id,text,label,batch
1020083947368162,"AKOLE ITAN
KI ILE TO PA ODALE
APA KINI
E kaabo si afin Ijinlẹ ọgbọn page eka oro ogbon group ni nibi ti a ti fi igba ogbon bu omi ogbon mu ninu amu ogbon emi omonla yin na re a fi ogbon inu pe ogbon ori jade nitori inu ni eda koko ro ki o to ro ori o ya e wa ikan fidi le tabi ki e fi idi le ikan ki e ma bami bo lori itan ti akole re nje KI ILE TO PA ODALE
E le bawa share itan yi sibi kibi lati le fi ran page yi lowo
Kabiyesi eledumare oba nla toju gbogbo oba lo oba toni agbara lori gbogbo alara ti won npe ara won ni alagbara oba a se kan ma ku mo fi ara mi le e lowo ati gbogbo awon ololufe oro ogbon group patapata ki laburu ma sele si eni kankan wa ati emi ti mo nko ati awon ti won nka ki a ma se fi ara wa se awa ti ase tedumare
Itan na bere loruko eledumare oba
Omo mi ayinla ki ti e ni afojusun re kini erongba re lati je eniyan kini oun e lati se ti o file wulo fun ara re ati fun orilede yi ni eyin ola iru eniyan wo loun e lati di ni awujo na
Hmmm baba mi owon omo eleshin dudu a fi eshin dudu jagun baba mi omo eleshin pupa a fi eshin pupa jijakadi eyin ni omo eleshin funfun a fi eshin funfun jaye bi oloba eyin ni ekun tagiri gbe ara re nija
O kare omo mi o ku omo nse
E seun baba mi lori ibere ti e bere lowo mi wipe kini afojusun mi lati je eniyan ibere nla ni e bere lowo mi yi o inu mi si dun si ibere na baba mi ikan ti oun mi lati je ni ajinjagbara oun mi ki ma koya fun eniyan gege bi eyin na se mo wipe mo korira ki won ma yan eniyan je oun mi ki ma ja fun eto omo eniyan ki nsi ma gba eto eniyan pada fun eleto lowo arenije yala olowo to fe re talaka je alagbara to fi agbara re ole je ijoba to fe fi eto ara ilu du won gbogbo ikan won yi lo wunmi lati maja fun eyi ni afojusun mi baba mi
Omo mi ayinla ninu gbogbo ise towa nile aye tole se ti o le fi je eniyan ijagbara ati koma ja fun eto omo eniyan lowa wun e ninu gbogbo re bi mose ran e ni iwe to
Baba mi iwe ti e ran mi gangan loje ki mo wipe ireje po pupo ninu ilu wa yi awon ti o si nfi owo ola gbani loju po lo repete awon agbofinro papa ma nfi iya je awon ti won o mo eto won labe ofin won ma nte eto awa akeko gan mole nile eko wa eyi loje ki nje olori ajijagbara nile eko wa lati le ma ja fun eto awa akeko nile eko wa eyi lo je ki ti ni ni okan mi wipe ijagbara yi gan ni mo fe mase lati le maja fun eto omo eniyan
O da omo mi moti gbo gbogbo ikan ti o so sugbon ewu towa ninu ijafeto omo eniyan poju dada towa nibe lo hmmm omo mi ayinla awon wo lofe ma ja fun na a bi awon eniyan wa yi ko awon eniyan ti won mo eto won sugbon ti won so eto won nu nitori owo se awon eniyan ti won ta ara won nitori ati je awon eniyan ti won mo ikan ti o je dudu sugbon ti won yio ma pe ni funfun ayinla omo mi kosi eniyan ti komo eto re iwa ajebanu loje ki opolopo so eto won nu opolopo eniyan loti tori ikan ti won fe je si enu won ba ikan ti won fe je nile aye je
Gbo mi dada omo mi aimoye awon ajijagbara ti won ti fi ibi su aimoye awon a ja fun eto omo eniyan ti won ti ti sinu koto orin ma jolo mo nwo eyin re ni won ma nko fun awon akinkanju ti won ba ja fun eto omo eniyan ilu a o mu erin joba eweku ewele ni won ma nlu fun awon ajijagbara emi o ri eni ti o ja fun eto omo eniyan ti o se aseyori ri ninu ilu wa yi eyi ti koba ku ogba ewon loma wa eyi ti koba si ni ogba ewon yio pada sa kuro ni ilu ni ninu awon ti won ba si ko mora nigba ti won nja fun eto omo eniyan yi na ni won yio lo lati gbabode fun olori ajijagbara na a bi ijagbara ko sa se danikan ja beni eto omo eniyan kose da ni kan gba fun eni toni eto dandan ni ki eniyan wa eni kunra be sini ninu awon eni to wa kunra yi odale wa ninu won onilara wa nibe alabosi wa nibe awon to je wipe nitori ikan ti awon na fe je wa nibe die ninu won loma je eni ti okan re mo ninu won
Teti sile omo mi emi o ni koma ja fun eto omo eniyan sugbon awon omo eniyan ti o fe ma ja fun yi na ni won ma so wipe ade gun awon na ni won ma pada so wipe ade o gun mo moro wipe oro mi ye e dada koda ninu awon ti o ba gba eto re fun ri tun le kan e ni abukun nigba ti o ba ya won o ni so wipe ore lo nse fun awon mo beni won o ni so wipe o nja fun eto omo eniyan mo won le so wipe nitori ikan ti o ri ni o sese gbogbo ikan ti o nse won le so wipe anfani ti o ri nibe loje ki o ma ja ija ti ko kan e nibi ki won ma fi enu ba e je ni won ti ma koko bere beni isubu re ni won yio ma wa kiri
O wa ni awon ikankan ti eni to ba fe ja fun eto omo eniyan gbodo ni akoko o gbodo mo ofin ki o si je eni to ka iwe eyi loma je ki o mo kan ti o ye ki o ja fun ati eyi ti koye elekeji o gbodo je eniti o ni suru ti ki fi gbogbo enu soro tan eleketa o gbodo je eni ti o ni ogun ati aya nini ajijagbara ko gbodo kundun obinrin tabi yan ore imule beeni ajijagbara ki mu oti rara debi ti yio wa mu amuyo ati awon ikan bebe lo
Sugbon sibe sibe ejo ni awon eniyan won o se nu enu fun gbogbo ogbon ti o ba ni gbogbo agbara ti o ba ni gbogbo ogun ti o ba ni emi o ba ni ki o ma fi ja fun eto ebi re ni kan ki o si ma fi da abo bo iyawo ati awon omo ti o ba bi
Sugbon itan kan wa ti mo fe so fun e ti o ba ti di owuro ola ki o ran mi leti lati so itan na fun e nipa oro a nja fun eto omo eniyan yi wa le mo wipe kosi eni ti o fe ja fun eto omo eniyan tabi ja ijagbara ti won o ki pada dale won o kan je wipe KIILE TO PA ODALE oun rere a ti baje
Afin ijinle ogbon page lewa eka oro ogbon group ni nibi ti a ti fi igba ogbon bu omi ogbon mu ninu amu ogbon itan na yio ma te siwaju
ORO OGBON GROUP
IMO OPIN SIBI KAN",Normal,B1
1525065225722381,"Al jinn alujannu
Kini nje Al jinn ni ede ati ni ofin
Al jinn ni ede wa lati ara Al ijtinaan to tumo si Al istitaar pipamo fun riri oju Eda eniyan abara ni itumo Al ijtinaan Lara gbolohun yi ni a ti yo Al janiin fun pipamo ti ole omo to wa ninu oyun se pamo fun oju lati ri ninu inu Mama re olohun wipe
وإذ أنتم أجينة ڤي بطون أمهتىكم فلا تزكو اأنفسكم هو أعلم بمن اتقى
Ati nigbati e wa ni ole ninu awon iya yin suratul najin Quran 53 32
Al jinn ninu ofin ni Awon Eda kan to yato si eniyan ati malaika won papo mo eniyan nipa pe won ni lakaye gege bi ti eniyan nipa pe won lanfani ati se rere tabi se ibi ti won ba fe won yato si eniyan nipa pe ipile won yato si ipile omoniyan ti ko ba nidi ao ki n ri won pelu oju lasan ni aworan alujannu gan an gan ti a da won le Lori
Yoruba n pe Al jinn ni Alujannu nitoripe ede Yoruba ko gba ki konsonanti tele ara won laini si faweli larin re
KINI WON FI DA ALUJANNU
Ina ni olohun fi da Awon alujannu ni ibamu si oro ti olohun oba so nipa won ninu Al quran lara awon oro naa ni eyiti o wipe
O SIDA AWON ALUJANNU LATI ARA AHON INA suratul Rahman Q 55 15
Nibo miran ATIPE ALUJANNU A FI INA TI O GBONA DA SIWAJu suratul hijr Q 15 27
Aisha r a wipe ojise olohun saw wipe won da awon mailaka lati ara imole won da awon alujannu lati ara ejijo Ina won da Adam a s lati ara ohun ti won se iroyin re fun yin Muslim ati musnad ahmand
Pelu awon eri oke wonyi Ina ni a fi da Awon alujannu sugbon leyin dida won kiise inamo gegebi awon eniyan naa kiise se erupe mo leyin dida wa lati ara erupe",Normal,B1
1322346290034535,"ÌRÒYÌN Iyawo ile kan fi agbara mu ọmọ ọdun mọkandinlogun 19 lati mọ ni ajọsepọ pẹlu ọkọ rẹ ki wọn le bimọ
November 5 2024
EWULAYETV YORUBA
Ọga ọlọpaa oluṣewadii Elizabeth Osikolu ni ọjọ Mọnde sọ fun Ile ẹjọ to n ri si Ibalopọ ati Iwa ipanle ni Ikeja bi iyawo ile kan Omolara Alashe ṣe fi agbara mu ọmọbirin ọdun mọkandinlogun kan lati mọ sun pẹlu ọkọ rẹ Ramoni Lateef lati bi omo
Osikolu ẹlẹri abanirojọ keji ẹniti o jẹ agbẹjọro olupejọ ipinlẹ B T Boye to n dari Bukola Okeowo lo sọrọ yii fun Onidajo Rahman Oshodi
Alashe ati Lateef ti won je olujejo kini ati ekeji wa nibi igbejo naa lori ẹsun idite ifipabanilopo ati ole jija
Ẹlẹri naa sọ fun ile ẹjọ pe ọdun 2022 ni isẹlẹ naa ṣẹlẹ ni ile wọn ni Ketu nibi ti wọn n gbe lẹhin ti wọn ta ile wọn atijọ ni Ojota
Osikolu so fun Onidajo Oshodi pe iya ọmọ naa ti ku lasiko ti wọn n gbe ni Ojota ti awọn toko taya naa si gba a sọdọ
IPO sọ pe lakoko ti o n gbe pẹlu wọn ọmọbirin naa sọ pe tọkọtaya maa n lo ohun ilokulo ni gbogbo igba ti o ba ṣe awọn aṣiṣe kekere
O ni awọn akoko miiran Iyawo yio ji oun ni ọganjọ oru ti yoo bọ oun si ihoho ti ọkọ yio si ma ni ibalopọ pẹlu oun laigba aṣẹ
O sọ pe oun wa ninu yara ijoko ni ọjọ kan nigbati ọkọ bẹrẹ sini lu u oun lojiji o si bọ mi si ihoho o si fi awọn ika ọwọ rẹ si inu obo mi laigba aṣẹ
Lẹhin ti o ti pari eyi o da awọn ẹru mi sita o si gba kaadi ATM mi ati simu MTN ati owo osu ti mo gba ni akoko naa silẹ lọwọ mi o fi kun pe eyi ṣẹlẹ ni Oṣu Kẹta ọjọ kẹrinleelogun 2023
IPO tun sọ fun ile ẹjọ pe iwadii fi han pe tọkọtaya naa ni ọmọ kan ti o ku ni Oṣu Kẹwa ọdun 2022
O ni lati igba naa ni olujejo tojẹ iyawo ko le loyun mọ
Nítorí náà wọ́n pinnu pé dípò kí ọkọ ṣègbéyàwó miiran wọ́n ni lati mọ lo olupẹjọ láti bímọ fún un wọ́n
Labẹ idanwo nipasẹ agbẹjọro olupẹjọ Lekan Egberongbe IPO tẹnumọ pe ọmọbirin naa kii parọ atipe olujẹjọ birin ti jẹwọ ninu alaye rẹ
O sọ fun ile ẹjọ pe ti olupẹjọ naa ba gba fun ibalopo naa kii yoo fi to Ile iṣẹ Iwa ipa Abele ati Ibalopo leti tabi fi ara rẹ silẹ fun ayẹwo oniṣegun ni Mirabel Centre
Ẹlẹri naa tẹnumọ pe olupẹjọ naa ko le koju ọkọ nitori pe o bẹru iyawo ti oun pa laṣẹ
Lẹhin ti o tẹtisi ọrọ IPO Onidajọ Oshodi sun igbejo siwaju si ọjọ kẹta oṣu keji 2025 fun itesiwaju ẹjọ
Ewulayé Ìròyìn Yorùbá",Normal,B1
3246420932206027,OGUN TI AFI NSEGUN PROMISE AND FAIL Aso ff opa kan epo pupa ataare kan eko kan akara kan moin moin kan a o lo sinu Igbo a o te aso ff naa sile a o ta epo le lori a o so wipe ijo toba baje fun aje ijonan ni baje fun oko re epo pupa ni baye aso ff je akara ati moin moin ni baye eko je oun naa ni kii je ki ebi o pa okanran ki ebi owo ma pa emi lagbaja omo lagbaja A o fi akara yi epo naa ti a ta sori aso ff yen a o je a o fi moin moin yi bakanna ao je a o fi eko yi a o je a o wa sope ewe nii basiri eko a o mu ataare a o so wipe abotan ni orisala nbo ataare a o fi ataare naa yi epo a o fi sile ninu aso funfun a o mu orogbo a o so wipe Areyin kosun oya kowa kosun ekeji a o fi yi epo naa a o dipo mo ewe eko ni isale ewe moin moin loke a o dipo a o gbe koto a o gbe aso ff yen le lori a o ri mole a o so wipe gbogbo eniyan ti e se adehun fun mi ni mo rimole yi o lati oni ke wa ma mu gbogbo adehun yin se fun mi ti a ba dele a o fowo fole wa a o lo sun tabi ki a lo wakati meji ki a to jade 64 more words,Normal,B1
1591788975858580,"Ọjọ gbogbo ni ti Ole
lia",Normal,B1
1416810533839380,Oloriburuku ni allah o ni ki oko ma lu iyawo,Hate,B1
788998804208223,"ỌMỌ ÌNÀKÍ APÁ KẸFÀ
Bi mo se ge orírẹ ja feu mo ju ojola yìí silẹ ni kíá mo jìnnà réré sii àgékù ara rẹ tii nja poro kiri bí ìgbà pe o sii wá laye ó n japoro kiri inú igbó gbogbo igbó nmi titi Ọwọ kò gbọdọ tún pẹ́ ni sa àkekèé mo sáré sii inaki tii o wa nlẹ̀ ìyun nsọ kìkìki bii ẹni tii o tiii fẹẹ gbé èmi mi nlẹ̀ Mo gbee dìde pẹ̀lú agbára mo bẹ̀rẹ̀ sii fẹẹ lójú fẹẹ ni mú bii ẹni tii o dákú ara mi ń gbọn pipipi bii ẹni ẹrú nbaa óhun naa nseju bii ẹni tii o tii fẹẹ ku ko mọọ gbọ́dọ̀ ku Lójijì nii inaki yìí dákẹ́ mọ mi lọwọ ojú mi tá wai wai bii ẹni tí o ríi nkan ìyanu mo dákẹ́ lọ bii ẹni tii ko mọọ nkan tíì yio se mọọ mo nwo bii olundu mo bẹ̀rẹ̀ sii sún ẹkún kíkorò bii egbere lóòótọ́ nii inaki yìí kò fẹ́ràn mi sugbọn tí a bàa nja bii K a kú kọ́ Ọlọ́run gan mọọ daju pe mo gbìyànjú agbára mi lee inaki náà lórí ó rẹ míì ta pa ta pa jẹbẹtẹ gbé ọmọ lemi lọ́wọ́ Mo nwoo ojú rẹ bii kii nkan ìyanu ó sẹlẹ
Ko sii nkan tii èèyàn ńṣe tii inaki kii se mo fẹẹ fii ye yín wípé bii ènìyàn ṣe n sun kun bẹẹni inaki náà nsun bii eeyan see nrerin bẹẹni àwa náà mọọ nse ko sii ìyàtọ̀ laarin èmi àti wọn torí èmi gan tí di omi àti ẹ̀jẹ̀ wọn Bii a ba sii nsọ̀rọ̀ itọju inaki mọọ itọju ara tàbí ọmọ ṣe ju ènìyàn lọ torí gbogbo ibi tii ọmọ wọn ba waa Leo tii rí wọn
Nígbà tii yio tó ìṣẹ́jú máarun lójú kan tii mo tii nsun ẹkún kikoro náà nii mo waa mo kan ta ju kan mo nwo ẹsẹ inaki náà tii nta wai wai ó nrun ara bii ẹni tii o sẹ̀sẹ̀ jii lójú orun atilaawi tún tii làjú padà mo fo dìde kíá lai fii ọ̀rọ̀ fa lẹ̀ mọọ ara mi yà gágá bii ẹni wọn san owó ọ̀yà rẹ fún mo gbee orí rẹ nlẹ̀ inú mi dùn bii ẹni ó ríi owo he laarọ̀ kutu ọjọ́ aje a jẹ wípé ìdààmú mi kò já sii asán nuu ó sii dájú pé ara rẹ tii balẹ Mo nù ojú mi nù ọ̀yẹ̀yẹ̀ ikú eyii tii yẹ̀ lórí rẹ n aa bii baba lọ kúkú jẹ́ fún mi ìjà lo de lorin dii owe Mo jẹ kii o sinmi to bii ọgbọ́n isẹju Lẹ́yìn tíì afẹ́fẹ́ tii fẹ́ sii dáadáa ó ríi dájú pé èmi nii ó yaa lẹ́nu pé èmi nii mo gbà ohun silẹ ó dúpẹ́ lọ́wọ́ mi Mo na wọ́ sii òkú ojola náà pe mo tii paa inú rẹ dùn ó sii fii ọwọ rami lórí ó níí òjìji nii ojola náà wọ lu ohun mọ le bí beeko melo nii ara rẹ Ibi tíì a joko sii yìí náà là waa tíì àwọn inaki tii wọn jẹ akọni mẹ́rin inú wa de ba waa bii baba ni gbogbo wọn jẹ onikaluku lo sii nii ọmọ àti Aya wọn bii wọn ṣe ríi wá pàápàá ipò tii wọn bá èmi àti ẹ inú àwọn naa dùn wọn kimi kuu isẹ ńlá gbogbo wọn nii wọn mọọ pé isẹ ńlá nii mo ṣe bí mio tiẹ̀ nii agbára tó awọn Àwọn nii wọn rán mi lọwọ là tii faa ìnàkí náà títí tii a fii de ile torí kò leè rìn dáadáa
Ẹyin èèyàn mi láti ọjọ́ náà nii mo tíì ni yi nínú gbogbo àwa inaki tíì a jọ ngbe lórí òkè yii wọn nkẹ́ mi bii ojú èmi atii ẹni tii ko fẹ́ràn mi tẹ́lẹ̀ waa dii ọ̀rẹ́ imule ó mumi bii ọmọ àti ọrẹ láti ìgbà náà ni gbogbo wa tii ngbe nii ìrẹ́pọ̀ Kò sii ẹni tii ko fẹ́ràn iyaami mọọ nínú gbogbo wọn bó tiẹ̀ jẹ́ wípé iyaami kò ní ọ̀tá nínú wọn tẹ́lẹ̀ kódà eyii tii o fii ara pá tí kò leè rìn dáadáa mọ lọ́jọ́ sii tíì èmi àti ẹ jọ ja ohun àti iyaami nii wọn njo nsun láti ìgbà náà iyawo nii ohun jẹ́ sii ọrẹ mi tuntun ipò ìyá nii ohun náà waa simi Mo waa dii ikarun àwọn akọni nínú wa tíì ọ̀ràn bá tíì lè tán a jọ ń lọ nii Ẹyin èèyàn mi kò yẹ kii o jọni lójú tii ọ̀tá ọ̀kẹ́ àìmọye ọdún bá dii ọ̀rẹ́ ìmùlẹ̀ ẹnì nítorí ó lé mọọ sii ọ̀rọ̀ àṣírí laarin waa ohun tii o yẹ kii o jọni lójú nii tii ọrẹ ìmùlẹ̀ ẹni ba padà Wá di ọ̀tá ẹni ó seesee kí ó fani fún ayé mú nítorí pé ó ti mọọ ilé àti ọ̀nà ẹni Ọlọ́run kò níí fà waa fún ọ̀tá mu
Bayi nii ìrẹ́pọ̀ tii o tii sọnù láti ìgbà tii mo tii de sii àárín àwọn inaki náà padà a sii ńṣe ara waa bii ọmọ iya Gbogbo nkan waa dun fún gbogbo wàá ju àtẹ̀yìnwá lọ oníkálukú wọn mọọ ọmọ rẹ bẹẹni onikaluku lo da ìyàwó rè mọọ ohun kan tii o mọọ nkọmi lomi inú tii o sii mọọ nfaa ìrònú fún mi nii ìgbà tii mo bá rántí pé mio kii se ẹ̀jẹ̀ wọn gẹ́gẹ́ bíi iyaami ṣe sọ fún mi Inú mi a mọọ bá jẹ́ gidigidi mo mọọ ndaa wá nii bíi mo bá tíì rántí pé mio kii se ara wọn Ẹkùn a mọọ gbọ́n mi bii kii bàa ṣe ìjà t o mọọ nfii gbogbo ìgbà wáyé laarin èmi àti àwọn ọrẹ mi tuntun nígbà naa ó seese kii iyaami ó mọọ sọ iruu ìtàn náà fún mi A jẹ wípé Ọlọ́run faa ire yọ nínú ibi nuu ó sii faa ibi yọ nínú ire
Bii eeyan ba tii mọ wípé ọmọ ale nii ohun nínú ẹbí ó yẹ kii èèyàn o mọ ìwọ̀n ara rẹ lójú àwọn ọmọ ilé nii Kò sii sii ẹni tii wọn yio pé nii ọmọ ale tii ẹni náà bá jẹ alarojinle ó yẹ kii o ro nu ilé baba rẹ nii Lọ́jọ́ kan mo ndaa ronú lórí igi gẹ́gẹ́ bíi isee mii bí mo see ń ronú bẹẹni mo nsun ẹkùn ibi tii mo tii ń ro nú yìí nii ọrẹ mi tuntun tii waa bami ó bemi pé kii nmọ́ ro nu mọ ní ìgbà tii o ríi wípé mio dá ohun lóhùn ó ṣe ìlérí wípé ohun yio mú mi lọ sii abúlé tii àwọn tíì pàdé àwọn òbí mi kii àwọn too pá wọn Inú mi dùn kíá mo nù ojú mi nù bii ẹni ọkàn rẹ fuye Ó níí kii n kọ́kọ́ fii ọ̀rọ̀ náà lọ iyaami wo
Iyaami nti inú àìsàn kan bọ́ sii ọkàn ni agba tii nde ó tíì ń rẹ ohun náà s ara ọjọ́ tii a tii pá Ọ̀WÀWA mẹ́rin nii àìsàn náà tí de ọgbẹ́ tii ìjà náà dá sii ìyámi lára kò kéré ohun lo sii sọ wọn dii aláìsàn ojoojumo ekookan nii àlàáfíà nwa Eyii kò fún mi nii aaye láti fii ọ̀rọ̀ na to iyaami létí Mio kúkú mọọ iruu ipò tii yio waa tàbí esi tii yio fún mi tii o ba gbọ́ ọ̀rọ̀ náà lẹ́nu mi Ohun tii mo kan mọọ nii pé iyaami mọọ nkilo fún mi wípé ìwà búruku nbẹ lọ́wọ́ iruu ẹ̀dá èèyàn tii wọn bimi ìdí rèé tii àwọn fii jìnnà sí wọn",Normal,B1
1295052202714022,When you don t know your Limit or have boundaries koleje oju lasan ni Lizzyanjorin fi ko aso ólé boo Obanla lorun,Abusive,B1
1543854957084718,OLORIBURUKU SAMKLEFF OLEEEEE,Abusive,B1
1803833297265927,"Yoruba Ronu
Kaka kí ọmọ Yorùbá jí lójú orun kí wọn mọ ọsẹ́ tí àwọn ọ̀tá Yorùbá ti ṣe ṣáájú àti ọ̀nà láti dá abo bo ilẹ̀ Yorùbá
Se a ti gbàgbé ìpìlẹ̀ ọ̀rọ̀ ẹ̀yà wo lo kogun wọ Ilẹ̀ Yorùbá toni àwọn a gba gbogbo ilẹ̀ Yorùbá láti Jebba de Eko
Ẹ̀yà wo lo pa Aláàfin Olukuewu lórí a ti lè àjèjì kúrò nilẹ Yorùbá
Ẹ̀yà wo lo pa Aare Àfọ̀njá àti Ààrẹ Amepo lórí a ti lè àjèjì kúrò nilẹ Yorùbá
Ẹ̀yà wo lo pa àwọn ènìyàn Ọ̀ffà nipakupa lórí pé Ilẹ̀ Yorùbá ni Ọ̀ffà
Àbí ẹ ti gbàgbé àwọn ẹ̀yà tó da nkan ru mọ Awolowo lọ́wọ́
Ẹ̀yà wo lo da ibo MKO Abiola nù
Ẹ̀yà wo lo pa Kudirat Abiola
Ẹ̀yà wo lo pa Suliyah Adedeji Ìbàdàn
Ẹ̀yà wo lo pa Alfred
Ẹ̀yà wo lo ṣe kú pa Abiola
Ẹ̀yà wo lo ṣekú pa Bola Ige
Ẹ̀yà wo lo ń gbé AK47 kiri inú igbó Yorùbá
Ẹ̀yà wo lo sekupa àwọn ènìyàn Ìgàngàn
Ẹ̀yà wo lo pa Ọba Olufọn Ifọn Ondo
E jí ọmọ Yorùbá lójú orun
Kini Sunday Igboho se tí ijoba bá rí ẹ̀sùn ká sí lọrun kí wọn fi ìwé ìpẹ̀jọ́ síta kí ayé sì mọ ẹsẹ rẹ Sunday Igboho yàtọ̀ sí Nnamdi Kanu kosi ibi tí Sunday Igboho tí pàṣẹ kí wọn pa ènìyàn rí bí ti Kanu gbogbo iwọde rẹ jẹ́jẹ́
Nibi ti ẹ̀yà kansoso bá ti ṣàkóso eto abo orilede ńlá kan isekupani àti itẹ òfin lojumole la ma rí
Dòní ijọba Àpapọ̀ ko ti gbọ́ sọ̀rọ̀ ènìyàn àádọ́ta tí àwọn Fulani pa ni Ìgàngàn débi tí wọn a dọdẹ àwọn ọ̀daràn na
Láti kó ológun lọ kọlu ilé Sunday Igboho jẹ́ idojuti ńlá fún orilede Nàìjíríà lójú gbogbo agbaye lábẹ́ ijoba oloselu nítorí tó bá jẹ́ arufin ni Igboho ojúṣe Ọlọpa ni lati lọ fi ìwé pé lẹhin ti ilé Ẹjọ́ bá ti fún wọn ní ìwé ẹ lọ mú wá",Normal,B1
